Plant_ID,Date,Water_Consumption_m3,Steam_Usage_Ton,Power_Usage_MWh,Waste_Treated_m3,Boiler_Temperature_C,Turbine_Efficiency_%,Chiller_Utilization_%,CO2_Emissions_Ton,pH_Level_Water,Conductivity_uS,Cooling_Tower_Efficiency_%,Energy_Cost_USD,Maintenance_Cost_USD,Downtime_Minutes,Alarm_Count,Recycle_Water_Used_m3,External_Water_Use_m3,Ambient_Temperature_C,Humidity_%,Water_Leakage_m3,Efficiency_Index,Operator_ID
PLT001,2024-02-20 23:00:00,469.6,189.05,1046.71,335.34,431.66,85.72,89.1,52.5,6.99,672.41,70.46,11555.47,452.41,118,4.0,78.4,395.48,32.03,70.31,4.36,92.91,OP1003
PLT001,2024-02-21 00:00:00,417.24,193.5,880.26,333.97,441.37,87.8,58.19,61.4,7.15,412.17,69.43,13548.09,660.53,60,4.0,108.25,334.04,36.59,45.24,5.32,97.95,OP1004
PLT001,2024-02-21 01:00:00,468.43,,1000.87,260.65,450.05,87.45,82.58,64.26,7.31,706.85,78.99,12499.08,611.22,18,5.0,132.68,391.1,37.36,56.38,7.31,95.21,OP1002
PLT004,2024-02-21 02:00:00,510.29,188.06,927.97,310.2,444.3,90.22,78.79,56.64,7.28,510.34,66.93,11120.48,456.95,8,0.0,117.49,393.46,32.34,41.13,4.44,88.25,OP1001
PLT005,2024-02-21 03:00:00,394.19,198.1,793.72,289.44,458.89,82.67,86.88,44.7,7.25,409.61,72.58,12470.26,722.99,103,1.0,124.06,381.92,34.86,47.95,7.23,86.6,OP1003
PLT004,2024-02-21 04:00:00,521.85,196.09,1072.19,265.81,434.76,88.42,80.76,60.56,7.02,355.87,64.11,12177.33,642.24,42,3.0,125.98,360.74,37.95,58.26,2.26,100.86,OP1004
PLT002,2024-02-21 05:00:00,476.38,221.49,1058.62,240.31,443.26,82.06,92.16,62.73,6.54,490.26,64.51,13023.89,742.82,112,6.0,76.78,371.68,40.23,45.26,3.22,87.3,OP1002
PLT003,2024-02-21 06:00:00,496.87,200.97,983.63,345.8,436.26,75.92,65.01,44.59,6.46,481.89,64.26,11177.59,615.44,63,6.0,96.08,397.71,32.07,35.61,4.06,86.7,OP1003
PLT005,2024-02-21 07:00:00,441.56,216.02,1169.3,332.19,426.1,78.98,81.85,60.15,6.73,470.14,81.36,9235.82,591.27,111,0.0,86.3,336.7,30.68,35.85,5.57,96.27,OP1001
PLT002,2024-02-21 08:00:00,494.89,185.61,874.46,273.33,442.53,86.34,81.51,40.72,6.68,466.3,71.23,10677.54,487.62,28,4.0,102.67,392.84,33.4,63.98,4.9,87.09,OP1004
PLT004,2024-02-21 09:00:00,583.96,235.06,1100.5,290.99,438.35,87.09,69.23,52.33,7.18,458.87,69.14,12353.69,564.01,75,5.0,101.31,404.67,40.84,59.24,1.25,94.7,OP1003
PLT003,2024-02-21 10:00:00,480.01,216.61,925.77,310.19,461.87,85.66,73.45,51.17,7.09,573.56,77.19,13262.29,550.34,69,5.0,105.2,387.37,39.57,62.96,4.01,87.92,OP1001
PLT002,2024-02-21 11:00:00,389.35,233.16,1048.1,311.46,455.96,83.07,74.2,41.13,7.24,529.66,75.4,10079.08,409.4,79,8.0,126.29,434.85,39.05,46.12,6.39,96.93,OP1003
PLT003,2024-02-21 12:00:00,560.69,203.99,1096.2,298.09,454.84,88.15,84.49,67.35,7.71,574.37,60.79,13178.01,624.9,110,1.0,120.86,319.07,28.2,56.11,2.65,82.95,OP1002
PLT002,2024-02-21 13:00:00,527.12,187.88,915.28,282.31,451.55,98.73,74.3,50.56,6.88,347.94,67.92,14546.74,411.32,56,6.0,109.06,386.21,45.01,51.54,3.19,85.53,OP1001
PLT004,2024-02-21 14:00:00,504.7,195.44,938.89,336.07,439.39,79.19,77.92,45.78,6.49,347.21,73.98,14138.52,595.81,37,3.0,108.84,346.9,36.36,74.09,7.66,84.56,OP1003
PLT003,2024-02-21 15:00:00,528.4,204.19,1037.29,260.02,430.52,92.2,57.58,53.94,7.16,499.21,60.07,12867.28,682.05,75,0.0,126.97,415.66,35.99,69.3,4.63,80.72,OP1004
PLT002,2024-02-21 16:00:00,504.13,203.93,896.0,266.13,455.37,89.92,99.25,47.63,6.72,534.99,68.87,8885.96,706.78,92,7.0,98.35,362.63,32.54,30.93,4.1,89.74,OP1003
PLT004,2024-02-21 17:00:00,582.16,191.82,1062.7,305.58,419.61,88.71,74.08,54.12,7.25,497.11,77.04,12670.52,717.01,80,6.0,78.79,477.71,27.32,57.4,2.19,91.12,OP1002
PLT005,2024-02-21 18:00:00,537.6,199.72,1007.66,298.39,436.08,87.92,64.05,43.68,6.74,518.81,60.33,12363.98,442.37,5,0.0,107.44,381.77,31.95,50.64,3.66,88.53,OP1001
PLT004,2024-02-21 19:00:00,477.18,205.09,1035.18,279.6,460.29,80.54,74.55,40.24,6.36,440.63,73.38,12043.15,700.5,40,2.0,118.57,383.65,32.98,49.29,3.9,91.43,OP1004
PLT004,2024-02-21 20:00:00,574.6,183.71,925.11,240.83,442.42,79.09,71.22,46.9,7.41,426.69,66.07,16210.27,567.46,53,7.0,69.9,435.89,30.09,54.74,3.07,91.98,OP1004
PLT005,2024-02-21 21:00:00,591.0,192.63,919.93,317.43,465.25,84.38,69.95,34.93,6.8,390.2,73.6,10603.86,503.37,54,2.0,83.83,468.74,32.18,61.39,6.29,79.06,OP1003
PLT004,2024-02-21 22:00:00,545.52,226.75,859.61,263.84,468.65,76.84,79.04,40.04,7.93,498.26,65.92,11866.98,463.91,111,1.0,136.19,404.54,31.91,62.72,3.83,89.3,OP1001
PLT005,2024-02-21 23:00:00,520.35,224.01,1027.23,284.29,447.94,89.11,60.14,52.73,6.85,537.66,69.47,12269.57,468.95,1,2.0,96.86,429.7,34.75,36.27,9.19,98.29,OP1003
PLT005,2024-02-22 00:00:00,457.3,184.12,879.14,324.42,467.96,78.74,67.42,44.67,7.3,577.23,66.75,10208.71,424.29,51,6.0,85.37,433.11,36.78,46.8,5.22,92.24,OP1002
PLT005,2024-02-22 01:00:00,534.28,237.88,967.73,292.64,431.83,91.45,77.59,36.98,7.31,551.93,68.77,12717.51,387.99,88,9.0,103.6,382.33,45.01,54.14,7.12,89.74,OP1003
PLT002,2024-02-22 02:00:00,519.4,184.07,1076.85,256.52,423.86,80.13,92.37,38.84,6.88,305.89,82.03,11097.5,367.55,6,8.0,98.72,374.5,33.63,49.18,3.45,81.33,OP1003
PLT003,2024-02-22 03:00:00,498.66,208.14,1186.68,274.59,445.8,84.87,54.27,42.69,6.95,542.78,61.77,12105.2,325.68,104,0.0,75.11,327.19,33.54,37.81,6.02,97.36,OP1003
PLT002,2024-02-22 04:00:00,534.96,226.57,1033.88,350.28,473.48,91.89,71.94,45.36,7.08,585.11,73.74,11641.45,578.12,4,6.0,104.45,405.86,34.63,55.92,6.65,88.14,OP1001
PLT005,2024-02-22 05:00:00,504.35,184.06,1009.33,291.0,445.28,87.94,84.0,38.55,7.86,587.24,58.24,12270.17,621.4,15,5.0,70.4,371.22,32.0,50.09,6.6,97.01,OP1004
PLT003,2024-02-22 06:00:00,527.44,177.44,866.05,290.08,467.6,86.25,85.59,57.71,6.56,502.17,72.22,12934.97,624.61,59,7.0,75.66,328.47,39.18,42.71,2.48,83.2,OP1004
PLT003,2024-02-22 07:00:00,551.79,209.81,952.59,324.41,461.61,83.41,81.99,63.42,7.01,573.96,74.86,9490.77,436.74,26,5.0,72.27,377.37,39.48,43.55,6.04,89.1,OP1002
PLT005,2024-02-22 08:00:00,433.45,198.57,956.78,284.49,466.01,89.74,67.31,58.48,7.15,347.16,71.68,12652.46,707.08,1,2.0,128.73,477.32,33.73,52.19,2.32,88.1,OP1001
PLT003,2024-02-22 09:00:00,448.77,193.06,1039.71,378.57,438.97,85.37,72.02,39.02,7.04,413.02,72.15,11939.89,687.27,54,9.0,92.76,455.16,31.51,54.03,8.07,88.43,OP1002
PLT003,2024-02-22 10:00:00,454.39,172.89,967.1,308.19,463.66,91.92,68.1,53.35,7.53,407.65,74.26,9142.67,570.89,113,1.0,74.92,418.65,38.11,60.2,4.0,93.22,OP1003
PLT002,2024-02-22 11:00:00,597.0,226.34,1206.92,317.35,414.75,81.14,70.3,55.01,6.96,395.9,52.69,12097.85,635.77,77,3.0,146.81,440.97,24.71,44.48,6.46,80.6,OP1004
PLT003,2024-02-22 12:00:00,531.67,205.03,1050.09,266.44,455.5,77.62,79.21,55.35,7.07,475.47,64.53,10076.69,533.82,4,2.0,114.88,391.59,32.9,61.6,4.73,89.77,OP1002
PLT005,2024-02-22 13:00:00,536.33,213.75,1073.49,287.43,459.57,94.44,88.18,66.12,6.67,611.51,68.31,13820.81,549.35,102,6.0,149.79,387.65,40.18,54.09,5.72,90.22,OP1003
PLT001,2024-02-22 14:00:00,556.47,223.3,1050.09,314.2,449.93,91.1,69.29,31.92,6.87,249.89,61.76,11275.79,529.43,75,2.0,95.15,426.91,31.65,61.56,5.94,87.76,OP1002
PLT001,2024-02-22 15:00:00,447.67,165.25,900.68,305.1,477.53,78.93,53.7,48.72,7.19,291.48,70.0,10728.24,303.24,107,2.0,57.65,347.01,32.23,46.0,6.41,87.52,OP1001
PLT001,2024-02-22 16:00:00,398.09,203.58,943.39,286.26,472.69,81.5,88.29,59.84,7.14,779.97,63.67,12383.6,503.09,29,5.0,95.67,352.05,37.59,37.99,1.94,88.62,OP1004
PLT005,2024-02-22 17:00:00,496.86,169.68,951.57,316.91,457.11,90.36,66.55,53.63,7.03,713.11,83.21,10338.17,600.83,117,6.0,98.62,458.93,41.28,45.32,6.28,95.25,OP1003
PLT001,2024-02-22 18:00:00,544.88,215.01,1119.05,328.98,434.3,77.1,68.16,18.8,7.33,621.93,70.54,9795.22,749.69,93,8.0,106.0,381.23,31.65,73.84,7.74,89.58,OP1004
PLT002,2024-02-22 19:00:00,490.12,226.93,1100.39,356.58,437.12,84.88,81.8,39.29,6.96,567.75,71.5,17563.18,535.62,91,1.0,103.71,389.94,27.93,70.9,2.54,82.25,OP1003
PLT005,2024-02-22 20:00:00,431.5,198.21,1031.94,273.62,448.63,93.76,57.25,57.8,7.14,564.3,75.35,11009.74,450.54,20,6.0,77.04,406.87,26.34,40.08,1.44,91.89,OP1003
PLT005,2024-02-22 21:00:00,454.74,198.62,1023.21,374.74,469.3,85.67,71.79,,7.04,710.36,78.72,11193.05,318.58,19,6.0,56.89,420.64,35.46,48.05,5.62,91.55,OP1004
PLT005,2024-02-22 22:00:00,441.04,211.49,1067.42,352.89,446.82,83.98,84.94,43.89,6.46,554.95,56.5,10885.62,409.13,84,1.0,111.31,322.25,27.38,44.13,4.64,102.59,OP1001
PLT003,2024-02-22 23:00:00,469.38,209.52,850.22,358.17,433.07,92.76,68.25,52.11,6.87,549.75,67.84,11943.9,638.82,10,1.0,99.8,360.57,26.1,62.05,5.79,81.2,OP1001
PLT003,2024-02-23 00:00:00,442.03,195.58,1013.53,290.41,464.57,85.46,76.12,64.94,6.92,455.59,89.69,15062.09,544.6,94,6.0,93.11,487.05,36.47,54.85,3.8,85.52,OP1003
PLT003,2024-02-23 01:00:00,507.34,214.15,850.44,314.47,479.86,80.73,68.35,40.13,7.2,575.91,63.47,13635.43,624.46,9,0.0,89.09,450.26,37.47,45.83,5.63,97.68,OP1004
PLT004,2024-02-23 02:00:00,472.62,195.29,975.22,322.59,423.18,80.36,61.76,58.02,6.98,307.98,71.74,12925.69,395.74,119,6.0,66.15,343.7,26.04,67.14,8.4,86.15,OP1002
PLT002,2024-02-23 03:00:00,531.67,206.13,1090.27,281.59,441.11,81.97,53.35,42.16,6.69,513.89,66.16,13066.3,413.03,66,6.0,145.86,427.72,31.22,56.94,5.4,88.01,OP1004
PLT005,2024-02-23 04:00:00,451.18,174.92,904.19,262.09,466.72,82.05,77.49,55.53,7.3,557.9,70.84,14369.24,474.34,92,5.0,111.81,404.18,33.73,39.48,4.9,87.11,OP1002
PLT005,2024-02-23 05:00:00,512.77,223.03,1131.95,280.37,453.25,100.39,97.04,59.82,6.87,650.85,53.84,10680.26,492.63,78,2.0,125.32,407.12,37.18,61.39,1.88,89.52,OP1003
PLT003,2024-02-23 06:00:00,498.12,182.56,1073.45,317.53,469.47,81.05,81.19,51.18,7.5,343.45,66.61,10990.46,432.88,20,0.0,140.98,446.29,25.86,68.94,6.94,89.85,OP1004
PLT005,2024-02-23 07:00:00,519.8,206.33,1004.88,290.12,438.8,74.04,71.96,41.18,7.21,630.79,72.61,11767.52,395.14,77,6.0,72.3,357.11,22.04,45.5,4.04,90.54,OP1002
PLT005,2024-02-23 08:00:00,526.84,177.46,998.99,366.52,437.76,83.68,92.23,62.6,7.31,488.17,65.39,12588.21,512.76,35,5.0,111.69,342.85,29.4,51.94,4.9,87.16,OP1001
PLT001,2024-02-23 09:00:00,532.18,191.13,902.4,314.79,450.27,86.65,76.48,44.21,6.93,774.17,64.3,12657.49,644.79,9,9.0,103.47,363.32,36.71,56.11,4.37,92.39,OP1004
PLT005,2024-02-23 10:00:00,541.54,189.68,884.74,318.11,443.09,86.84,64.33,58.04,7.12,398.69,59.63,10315.65,443.18,21,8.0,121.66,336.63,37.59,33.79,5.85,97.4,OP1004
PLT004,2024-02-23 11:00:00,527.11,210.44,910.96,280.72,447.52,87.97,72.12,51.71,7.3,543.32,51.44,10219.36,418.34,57,7.0,73.77,373.18,31.64,50.28,4.81,91.9,OP1002
PLT003,2024-02-23 12:00:00,514.89,229.56,942.67,310.62,445.19,82.7,73.28,39.03,7.33,575.4,73.22,13133.47,569.51,21,0.0,82.81,420.86,35.49,42.59,3.18,94.48,OP1001
PLT002,2024-02-23 13:00:00,466.66,184.73,1035.53,295.09,409.72,83.37,85.6,,7.61,676.0,71.44,11791.35,356.6,23,2.0,117.19,373.47,38.74,59.85,2.66,92.2,OP1001
PLT002,2024-02-23 14:00:00,542.54,181.75,906.33,271.58,445.45,84.18,78.7,43.84,6.91,613.98,63.04,12167.02,468.19,66,3.0,81.97,380.93,30.88,34.7,3.73,90.59,OP1003
PLT001,2024-02-23 15:00:00,465.16,220.8,960.2,301.79,447.62,85.12,66.3,54.23,6.61,668.98,56.9,10318.68,540.9,109,4.0,67.17,292.79,39.75,57.03,6.05,99.0,OP1002
PLT002,2024-02-23 16:00:00,485.4,185.73,1079.7,354.12,456.49,82.39,64.63,43.12,6.81,340.89,72.89,11163.53,494.83,25,0.0,102.53,398.83,35.22,41.68,4.1,84.93,OP1004
PLT002,2024-02-23 17:00:00,456.92,246.41,863.14,271.94,448.99,90.93,77.77,71.91,6.68,584.82,78.19,13119.09,548.91,39,9.0,101.73,384.11,33.89,44.86,4.03,93.47,OP1001
PLT003,2024-02-23 18:00:00,455.88,178.79,867.43,265.64,432.35,81.4,80.78,52.23,6.42,435.04,68.83,10405.48,566.56,34,2.0,128.61,375.01,38.89,52.01,3.51,89.02,OP1004
PLT003,2024-02-23 19:00:00,484.15,214.52,980.63,244.25,433.09,92.52,77.32,64.26,7.26,557.24,83.38,10494.76,534.39,4,5.0,106.84,417.88,35.46,40.17,5.45,86.75,OP1003
PLT004,2024-02-23 20:00:00,488.35,169.27,1008.12,222.03,452.74,85.97,83.75,60.97,7.42,572.84,72.03,13455.03,543.86,84,1.0,134.16,350.5,37.05,46.17,2.04,86.21,OP1001
PLT001,2024-02-23 21:00:00,459.32,179.66,999.78,339.05,432.74,74.47,59.15,,7.28,541.11,65.31,12113.34,386.11,13,5.0,116.23,418.39,42.47,37.44,5.1,91.4,OP1002
PLT002,2024-02-23 22:00:00,501.1,180.4,1122.46,329.27,415.77,83.8,77.52,49.8,7.19,520.28,69.81,12876.34,604.47,30,6.0,113.25,435.9,37.18,51.7,4.12,92.74,OP1003
PLT004,2024-02-23 23:00:00,507.84,188.05,911.99,356.11,460.84,87.61,73.92,52.58,6.94,516.44,69.38,10039.43,604.13,76,5.0,124.09,438.48,35.33,49.0,4.6,87.66,OP1002
PLT001,2024-02-24 00:00:00,472.76,216.56,873.29,302.37,447.62,79.75,73.77,58.15,7.02,479.99,71.17,11659.73,477.71,66,4.0,117.73,375.06,40.06,57.61,5.81,88.43,OP1003
PLT002,2024-02-24 01:00:00,614.48,199.22,804.99,281.68,461.37,94.12,57.37,53.64,7.25,442.54,67.97,11516.17,427.27,38,7.0,87.29,384.64,27.12,55.01,5.19,92.32,OP1003
PLT002,2024-02-24 02:00:00,516.63,222.83,972.37,287.16,452.84,86.72,67.03,62.8,7.07,454.72,63.4,14703.37,599.94,12,9.0,53.26,302.36,31.9,45.02,5.52,93.18,OP1001
PLT003,2024-02-24 03:00:00,505.91,216.14,1035.0,294.49,433.75,88.15,79.82,54.3,6.52,504.36,76.76,12752.1,698.01,87,6.0,97.84,356.5,35.34,34.53,2.82,88.73,OP1001
PLT005,2024-02-24 04:00:00,466.2,180.17,1039.99,318.75,432.55,90.87,62.55,42.27,6.87,655.97,61.17,11025.97,499.75,106,5.0,98.47,378.07,36.3,43.2,6.93,91.51,OP1001
PLT001,2024-02-24 05:00:00,506.89,197.86,981.1,342.02,464.23,82.38,93.72,57.74,6.62,429.86,77.35,15189.73,433.65,14,2.0,112.46,384.11,43.81,46.18,1.57,94.55,OP1003
PLT002,2024-02-24 06:00:00,512.04,224.47,962.07,351.69,462.63,87.9,79.27,43.37,6.79,520.69,70.5,10794.62,491.33,71,6.0,105.74,370.56,35.15,42.65,5.84,85.48,OP1004
PLT001,2024-02-24 07:00:00,499.83,182.91,1017.4,311.34,444.94,83.85,87.69,64.05,7.33,321.81,79.37,11288.58,468.66,80,8.0,98.17,343.04,36.07,58.28,4.92,89.2,OP1001
PLT004,2024-02-24 08:00:00,570.93,211.48,1020.86,283.81,433.64,86.77,66.96,47.6,7.2,598.03,68.84,12611.97,538.16,96,6.0,140.46,424.86,31.35,46.93,4.7,82.54,OP1004
PLT004,2024-02-24 09:00:00,414.93,185.5,900.77,314.93,460.52,80.94,62.45,54.05,7.24,399.37,80.29,10852.47,659.35,56,5.0,94.56,358.6,36.73,58.14,6.14,84.59,OP1004
PLT005,2024-02-24 10:00:00,480.98,180.95,1059.12,274.77,424.53,83.18,93.51,46.4,7.07,339.26,86.45,11458.29,448.11,91,5.0,81.76,357.37,35.09,49.05,5.36,74.75,OP1004
PLT002,2024-02-24 11:00:00,535.69,194.04,1060.32,279.96,444.98,87.77,67.38,67.84,7.12,605.01,73.62,12203.08,433.18,20,1.0,142.73,383.02,32.6,49.16,8.27,94.34,OP1002
PLT003,2024-02-24 12:00:00,455.17,177.82,842.32,323.02,468.68,80.63,68.83,65.38,7.5,554.92,69.57,9196.6,588.86,14,9.0,105.9,389.26,41.35,41.21,6.6,91.77,OP1002
PLT002,2024-02-24 13:00:00,422.67,224.86,950.98,273.06,448.54,82.35,53.72,33.88,7.24,515.69,77.71,15529.13,436.65,106,7.0,94.76,419.15,32.39,43.57,4.17,89.75,OP1003
PLT001,2024-02-24 14:00:00,474.06,143.49,890.08,285.22,442.55,91.29,54.5,53.87,7.08,488.46,66.91,12348.31,543.98,54,2.0,110.58,335.33,30.29,43.97,9.26,93.89,OP1004
PLT004,2024-02-24 15:00:00,552.2,210.4,983.07,255.49,438.38,92.22,73.2,46.13,6.96,344.5,73.57,9890.22,343.51,32,2.0,116.6,385.54,26.92,48.01,4.16,87.94,OP1004
PLT001,2024-02-24 16:00:00,456.35,210.31,932.09,292.49,450.58,89.13,69.95,53.43,7.1,614.4,60.07,12805.62,472.27,86,4.0,116.87,431.19,42.46,43.82,2.01,98.69,OP1004
PLT005,2024-02-24 17:00:00,482.18,190.86,1017.4,346.84,467.66,85.57,66.76,51.16,6.79,564.53,85.26,12644.44,576.39,61,0.0,121.13,357.22,44.65,15.75,5.57,81.39,OP1001
PLT004,2024-02-24 18:00:00,521.07,159.98,884.93,320.55,451.87,79.18,78.92,44.49,7.37,476.26,68.88,14255.55,458.56,75,2.0,124.28,486.01,32.88,49.18,3.52,86.17,OP1003
PLT003,2024-02-24 19:00:00,471.03,209.1,1039.23,315.52,459.2,78.62,82.39,41.81,7.17,437.79,74.1,11073.64,409.47,100,2.0,106.32,406.29,38.25,54.54,7.77,92.73,OP1004
PLT004,2024-02-24 20:00:00,478.0,191.06,1232.58,278.78,461.62,82.02,82.91,68.53,7.52,546.89,71.07,11429.17,546.21,40,2.0,103.07,366.07,39.34,61.23,6.02,91.56,OP1004
PLT002,2024-02-24 21:00:00,467.4,187.53,1029.61,287.44,472.03,79.66,73.36,47.77,7.04,575.09,70.3,10640.37,639.65,7,5.0,99.92,335.23,40.66,39.96,3.47,92.39,OP1001
PLT002,2024-02-24 22:00:00,471.61,223.82,1126.5,236.59,436.58,80.6,63.78,51.74,6.91,599.7,56.94,9930.01,320.28,115,5.0,102.42,269.46,31.43,42.91,2.03,96.7,OP1002
PLT004,2024-02-24 23:00:00,441.85,229.35,979.41,322.28,463.76,88.32,73.88,47.42,6.83,510.68,74.4,14909.69,476.54,31,0.0,105.25,421.14,39.89,47.83,3.13,89.01,OP1003
PLT005,2024-02-25 00:00:00,487.14,189.82,895.47,322.36,465.18,79.0,79.89,39.81,7.02,607.21,76.91,11037.41,436.61,77,2.0,120.15,376.56,21.49,36.5,4.87,88.18,OP1004
PLT002,2024-02-25 01:00:00,553.21,184.51,962.03,321.28,425.34,88.81,77.36,39.52,7.1,525.97,68.01,10240.63,501.61,107,5.0,89.79,321.8,39.52,54.77,5.48,88.31,OP1004
PLT002,2024-02-25 02:00:00,579.14,144.91,1053.76,341.18,444.21,83.51,72.22,48.02,6.77,414.87,73.08,11548.63,594.46,90,9.0,109.8,382.52,28.23,42.7,2.51,85.2,OP1003
PLT003,2024-02-25 03:00:00,562.49,168.01,995.81,311.3,457.69,91.44,68.95,58.7,7.05,529.56,66.77,11698.93,572.79,1,5.0,125.17,408.32,38.62,40.62,4.82,89.55,OP1003
PLT004,2024-02-25 04:00:00,506.88,184.31,964.0,261.11,449.01,99.18,65.68,45.11,7.25,480.02,63.23,11151.4,416.09,63,6.0,81.53,377.05,31.7,42.84,4.86,87.21,OP1004
PLT002,2024-02-25 05:00:00,582.94,221.51,1072.45,304.43,458.6,85.41,81.32,69.76,7.45,494.96,68.98,13132.43,496.6,1,0.0,74.26,331.26,37.82,58.46,5.97,96.17,OP1004
PLT005,2024-02-25 06:00:00,615.14,209.04,989.45,336.94,459.83,83.23,87.14,59.0,6.81,443.22,84.91,15107.08,483.8,77,6.0,102.69,391.02,39.7,43.91,6.04,93.04,OP1003
PLT001,2024-02-25 07:00:00,509.06,221.16,837.58,312.31,448.56,88.54,62.54,55.92,6.97,564.96,69.03,12343.95,564.6,58,7.0,104.03,423.92,32.56,56.43,5.1,99.37,OP1001
PLT004,2024-02-25 08:00:00,450.47,213.89,1058.36,305.12,440.46,85.89,82.95,42.14,6.64,662.3,57.52,12544.35,388.13,113,2.0,105.13,422.33,36.03,49.9,7.73,94.16,OP1003
PLT003,2024-02-25 09:00:00,565.6,200.02,1021.22,294.32,446.11,82.83,67.96,35.1,7.07,669.54,73.86,11627.52,624.08,25,0.0,112.9,417.5,38.52,52.76,4.44,85.56,OP1002
PLT002,2024-02-25 10:00:00,439.83,201.9,1111.04,335.61,431.6,93.81,92.22,44.62,6.67,414.47,54.85,10284.44,420.48,68,2.0,95.64,415.01,37.42,40.49,8.98,93.73,OP1004
PLT005,2024-02-25 11:00:00,455.67,210.76,1037.44,270.31,428.58,86.76,70.76,50.04,6.98,353.28,75.92,11241.86,572.4,60,8.0,82.58,423.94,30.93,65.77,6.25,97.66,OP1001
PLT004,2024-02-25 12:00:00,395.87,195.54,938.21,266.47,459.57,84.88,82.96,35.26,6.8,454.67,70.84,9263.04,564.41,48,0.0,101.45,362.02,32.95,50.07,3.12,91.5,OP1001
PLT005,2024-02-25 13:00:00,536.37,206.34,1030.4,324.49,463.39,84.94,65.18,34.08,7.22,538.83,64.95,15453.34,247.03,86,1.0,108.45,420.11,33.97,38.51,5.24,86.22,OP1001
PLT005,2024-02-25 14:00:00,384.23,207.24,986.33,318.79,432.04,86.28,79.49,55.89,7.05,518.77,64.16,12089.22,400.4,27,1.0,75.08,427.14,36.34,55.26,7.49,87.07,OP1004
PLT003,2024-02-25 15:00:00,549.64,204.87,1017.82,340.65,457.08,83.78,65.9,51.57,6.66,451.13,61.58,10342.2,218.84,58,5.0,118.44,357.11,35.51,30.74,4.91,85.11,OP1002
PLT004,2024-02-25 16:00:00,590.47,188.66,1104.25,255.48,453.86,86.63,77.69,61.15,7.44,410.35,64.14,12747.65,396.0,35,9.0,78.24,402.14,45.34,37.38,3.65,97.72,OP1003
PLT002,2024-02-25 17:00:00,586.39,226.77,959.14,319.85,427.84,80.16,76.07,32.37,7.23,727.3,68.85,11378.17,369.6,29,0.0,136.17,389.71,43.73,52.09,4.44,91.93,OP1002
PLT003,2024-02-25 18:00:00,436.71,226.49,970.59,314.1,479.12,77.36,83.08,54.41,7.06,563.18,78.04,13144.73,682.91,0,2.0,115.28,408.74,43.65,46.48,5.96,73.97,OP1001
PLT002,2024-02-25 19:00:00,406.82,174.73,761.24,327.81,446.32,89.45,79.88,37.4,7.71,446.49,87.92,13149.58,526.2,9,3.0,64.83,349.54,26.28,53.84,2.2,92.74,OP1004
PLT001,2024-02-25 20:00:00,467.88,159.6,,310.76,456.01,87.73,76.52,46.49,6.74,246.55,70.85,13341.72,357.04,65,8.0,127.21,437.87,38.79,42.06,4.58,93.73,OP1001
PLT005,2024-02-25 21:00:00,543.96,191.17,998.67,329.3,454.82,81.33,68.3,59.23,6.63,421.82,62.42,9409.49,548.23,8,9.0,55.86,376.51,39.56,49.92,7.74,87.67,OP1002
PLT001,2024-02-25 22:00:00,560.19,183.99,938.11,267.8,450.88,73.38,61.12,50.98,6.72,592.37,71.37,12435.35,438.88,69,4.0,62.17,371.39,31.66,40.07,5.76,85.68,OP1002
PLT005,2024-02-25 23:00:00,533.22,167.07,1094.05,320.97,457.67,84.06,65.58,42.62,6.77,521.46,63.67,12323.35,579.47,104,1.0,85.31,349.1,32.25,52.99,4.06,91.44,OP1001
PLT003,2024-02-26 00:00:00,526.4,192.48,1127.73,295.21,472.84,83.2,70.22,50.73,7.15,723.59,69.08,13116.04,422.19,13,7.0,97.03,467.83,28.49,47.24,7.13,92.45,OP1001
PLT002,2024-02-26 01:00:00,618.05,228.54,846.53,320.02,480.32,85.24,68.93,60.11,7.35,575.06,63.28,14349.12,534.0,112,9.0,74.89,379.1,29.74,52.41,5.99,85.55,OP1001
PLT002,2024-02-26 02:00:00,476.1,209.14,,280.41,453.36,93.19,89.83,41.03,6.67,336.75,44.34,15388.17,349.84,92,7.0,78.21,429.33,30.94,55.08,7.35,94.06,OP1003
PLT003,2024-02-26 03:00:00,461.1,216.38,1026.75,305.95,454.89,83.78,81.44,46.57,7.35,502.02,65.01,9808.3,448.01,65,2.0,99.48,357.49,25.59,39.77,4.22,87.91,OP1001
PLT004,2024-02-26 04:00:00,440.54,226.45,888.36,314.07,479.98,76.31,51.21,51.44,7.51,466.59,54.36,11960.71,465.99,28,5.0,101.88,461.15,35.48,61.36,5.72,91.03,OP1004
PLT001,2024-02-26 05:00:00,521.65,215.43,941.3,309.11,449.57,87.1,77.97,48.84,7.26,635.77,65.44,10681.55,397.99,94,8.0,127.72,352.89,35.19,48.56,7.18,83.27,OP1004
PLT001,2024-02-26 06:00:00,491.02,196.69,,306.82,436.87,84.78,77.9,57.44,7.62,467.07,77.83,9425.2,385.11,97,9.0,66.0,433.09,36.35,48.22,6.26,94.54,OP1004
PLT002,2024-02-26 07:00:00,541.25,223.37,1003.04,277.81,442.32,81.44,87.25,45.72,7.29,572.13,72.93,13931.06,429.04,112,8.0,92.53,455.2,41.41,51.31,6.53,88.18,OP1002
